c,v,Text
12,4,"Having restrained all the senses, being even-minded everywhere, and intent on the welfare of all beings, they verily come unto Me."
12,5,"Greater is their trouble whose minds are set on the unmanifested, for the goal of the unmanifested is very hard for the embodied to reach."
12,6,"But to those who worship Me, renouncing all actions in Me, regarding Me as the supreme goal, meditating on Me with single-minded yoga."
12,7,"To those whose minds are set on Me, O Arjuna, verily I soon become the savior out of the ocean of Samsara."
12,8,"Fix your mind on Me, and your intellect in Me. Then you will certainly live in Me alone hereafter."
12,9,"If you are unable to fix your mind steadily on Me, then seek to reach Me through the yoga of constant practice, O Arjuna."
12,10,"If you are unable to practice even this Abhyasa Yoga, be intent on doing actions for My sake; even by doing actions for My sake, you will attain perfection."
12,11,"If you are unable to do even this, then, resort to union with Me and renounce the fruits of all actions with self-control."
12,12,Better indeed is knowledge than practice; better than knowledge is meditation; better than meditation is the renunciation of the fruits of actions: peace immediately follows renunciation.
12,13,"He who hates no creature, is friendly and compassionate to all, is free from attachment and egoism, is balanced in pleasure and pain, and is forgiving."
12,14,"Ever content, steady in meditation, self-controlled, possessing firm conviction, with the mind and intellect dedicated to Me, he, My devotee, is dear to Me."
12,15,"He whom the world does not agitate, and who cannot be agitated by the world, and who is freed from joy, anger, fear, and anxiety—he is dear to Me."
12,16,"He who is free from wants, pure, expert, unconcerned, and free from pain, renouncing all undertakings and commencements, he who is devoted to Me is dear to Me."
12,17,"He who neither rejoices nor hates, nor grieves nor desires, renouncing both good and evil, and who is full of devotion, is dear to Me."
12,18,"He who is the same to foe and friend, and also in honor and dishonor, who is the same in cold and heat, in pleasure and pain, and who is free from attachment."
12,19,"He to whom censure and praise are equal, who is silent, content with anything, homeless, of a steady mind, and full of devotion; that man is dear to me."
12,20,"They who follow this immortal Dharma, endowed with faith and regarding Me as their supreme goal, are exceedingly dear to Me."
13,1,"The Blessed Lord said, ""O Arjuna, this body is called the field; he who knows it is called the knower of the field by those who know them."""
13,2,"Do thou also know Me as the knower of the field in all fields, O Arjuna. Knowledge of both the field and the knower of the field is considered by Me to be the knowledge."
13,3,"Hear from Me in brief what the field is, of what nature it is, what its modifications are, whence it is, who He is, and what His powers are."
13,4,"Sages have sung in many ways, with various distinctive chants and also with suggestive words indicative of the Absolute, full of reasoning and decisive."
13,5,"The great elements, egoism, intellect, and also the Unmanifested Nature, the ten senses, and one mind, and the five objects of the senses."
13,6,"Desire, hatred, pleasure, pain, the aggregate (body), intelligence, and fortitude—the field has thus been briefly described with its modifications."
13,7,"Humility, unpretentiousness, non-injury, forgiveness, uprightness, service to the teacher, purity, steadfastness, and self-control."
13,8,"Indifference to the objects of the senses and also absence of egoism; perceiving the evil in birth, death, old age, sickness, and pain."
13,9,"Non-attachment, non-identification of the Self with son, wife, home, and the rest, and constant even-mindedness in the face of the attainment of both desirable and undesirable."
13,10,"Unswerving devotion to Me through the Yoga of non-separation, resorting to solitary places, and a distaste for the company of people."
13,11,"Constancy in Self-knowledge, the perception of the end of true knowledge—this is declared to be knowledge, and what is opposed to it is ignorance."
13,12,"I will declare that which is to be known, knowing which one attains immortality; the beginningless Supreme Brahman, which is neither being nor non-being."
13,13,"With hands and feet everywhere, with eyes, heads, and mouths everywhere, with ears everywhere, He exists in the worlds, enveloping all."
13,14,"Shining by the functions of all the senses, yet without being attached to them; unattached, yet supporting all; devoid of qualities, yet the experiencer of them."
13,15,"It is within and without all beings, both the unmoving and the moving; It is subtle and unknowable, and It is near and far away."
13,16,"Undivided yet, It exists as if divided in beings; It is to be known as the supporter of beings; It devours and It generates."
13,17,"That Light of all lights is said to be beyond darkness: knowledge, the knowable, and the goal of knowledge, seated in the hearts of all."
13,18,"Thus, the field, as well as knowledge and the knowable, have been briefly stated. My devotee, knowing this, enters into My being."
13,19,"Know that Nature (matter) and the Spirit are both beginningless, and know also that all modifications and qualities are born from Nature."
13,20,"In the production of the effect and the cause, Nature (matter) is said to be the cause; in the experience of pleasure and pain, the soul is said to be the one responsible."
13,21,The soul seated in Nature experiences the qualities born of Nature; attachment to the qualities is the cause of its birth in good and evil wombs.
13,22,"The Supreme Soul in this body is also called the observer, the permitter, the sustainer, the enjoyer, the great Lord, and the Supreme Self."
13,23,"He who thus knows the Spirit and Matter together with their qualities, in whatever condition he may be, he is not reborn."
13,24,"Some behold the Self within themselves through meditation, others through the Yoga of knowledge, and still others through the Yoga of action."
13,25,"Others, too, who do not know thus, worship, having heard of It from others; they, too, cross beyond death, regarding what they have heard as the supreme refuge."
13,26,"Wherever a being is born, whether unmoving or moving, know thou, O best of the Bharatas (Arjuna), that it is from the union of the field and its knower."
13,27,"He who sees the Supreme Lord existing truly in all beings, the imperishable within the perishable, sees indeed."
13,28,"For he who truly sees the same Lord dwelling everywhere does not destroy the Self by the self; rather, he attains the highest goal."
13,29,"He sees, who sees that all actions are performed solely by Nature and that the Self is without action."
13,30,"When a person sees all beings as resting in the One and emanating from the One alone, they then become Brahman."
13,31,"Being without beginning, devoid of any qualities, the Supreme Self, imperishable, though dwelling in the body, O Arjuna, neither acts nor is tainted."
13,32,"As the all-pervading ether is not tainted, due to its subtlety, so the Self seated everywhere in the body is not tainted either."
13,33,"Just as the one sun illuminates the entire world, so too does the Lord of the field (Supreme Self) illuminate the entire field, O Arjuna."
13,34,"They who, by the eye of knowledge, perceive the distinction between the field and its knower, as well as the liberation from the Nature of being, go to the Supreme."
14,1,"The Blessed Lord said, ""I will again declare to thee that supreme knowledge, the best of all knowledge, having known which all the sages have gone to supreme perfection after this life."""
14,2,"Those who, having taken refuge in this knowledge, have attained unity with Me, are neither born at the time of creation nor disturbed at the time of dissolution."
14,3,"My womb is the great Brahma; in it I place the germ; thence, O Arjuna, is the birth of all beings."
14,4,"Whatever forms are produced, O Arjuna, in any womb whatsoever, the great Brahma is their womb, and I am the seed-giving father."
14,5,"These qualities, O Arjuna, born of Nature, bind fast in the body of the embodied, the indestructible: purity, passion, and inertia."
14,6,"Of these, sattva, which is luminous and healthy due to its stainlessness, binds one by attachment to happiness and knowledge, O sinless one."
14,7,"Know, O Arjuna, that Rajas is of the nature of passion, the source of thirst and attachment; it binds fast the embodied one by attachment to action."
14,8,"But know thou Tamas to be born of ignorance, deluding all embodied beings; it binds fast, O Arjuna, through heedlessness, indolence, and sleep."
14,9,"Sattva attaches to happiness, Rajas to action, O Arjuna, while Tamas, verily shrouding knowledge, attaches to heedlessness."
14,10,"Now, O Arjuna, Sattva prevails, having overpowered Rajas and Tamas; then Rajas, having overpowered Sattva and Tamas; and then Tamas, having overpowered Sattva and Rajas."
14,11,"When the wisdom-light shines through every gate of this body, then it may be known that Sattva is predominant."
14,12,"Greed, activity, the undertaking of actions, restlessness, and longing—these arise when Rajas is predominant, O Arjuna."
14,13,"Darkness, inertia, carelessness, and delusion—these arise when Tamas is predominant, O Arjuna."
14,14,"If the embodied one meets death when Sattva is predominant, then they attain the spotless worlds of the knowers of the Highest."
14,15,"Meeting death in Rajas, he is born among those who are attached to action; and dying in Tamas, he is born in the womb of the thoughtless."
14,16,"They say that the fruit of good action is Sattvic and pure; indeed, the fruit of Rajas is pain, and the fruit of Tamas is ignorance."
14,17,"From Sattva arises knowledge, and greed from Rajas; heedlessness and delusion arise from Tamas, and also ignorance."
14,18,"Those seated in Sattva ascend; those of Rajasic nature dwell in the middle; and those of Tamasic nature, abiding in the function of the lowest Guna, descend."
14,19,"When the seer beholds no agent other than the Gunas and knows that which is higher than them, he attains to My Being."
14,20,"The embodied one, having crossed beyond these three Gunas from which the body is evolved, is freed from birth, death, decay, and pain, and attains immortality."
14,21,"Arjuna said, ""What are the marks of one who has transcended the three qualities, O Lord? What is their conduct, and how do they go beyond these three qualities?"""
14,22,"The Blessed Lord said, ""When light, activity, and delusion are present, he does not hate them, nor does he long for them when they are absent."
14,23,"He who, seated like one unconcerned, is not moved by the dualities, and who, knowing that the dualities are active, is self-centered and does not move."
14,24,"Who is the same in pleasure and pain, who dwells in the Self, to whom a clod of earth, a stone, and gold are all alike, who is the same to the dear and the unfriendly, who is firm, and to whom censure and praise are one and the same."
14,25,"Who is the same in honor and dishonor, the same to friend and foe, abandoning all undertakings, he is said to have transcended the dualities."
14,26,"And he who serves Me with unwavering devotion, he, crossing beyond the dualities, is fit for becoming Brahman."
14,27,"For I am the abode of Brahman, the immortal, immutable, and everlasting Dharma, and absolute bliss."
15,1,"The Blessed Lord said: They (the wise) speak of the indestructible peepul tree, with its roots above and branches below, whose leaves are the meters or hymns; he who knows it is a knower of the Vedas."
15,2,"Its branches spread below and above, nourished by the Gunas; its buds are sense-objects, and its roots stretch forth below in the world of men, originating action."
15,3,"Its form is not perceived here as such, nor its end, origin, foundation, or resting place; having cut asunder this firmly rooted peepul tree with the strong axe of non-attachment."
15,4,"Then, that goal should be sought for, to which, having gone, none returns again. I seek refuge in that Primeval Purusha, from whence streamed forth the ancient activity or energy."
15,5,"Free from pride and delusion, victorious over the evil of attachment, dwelling constantly in the Self, their desires having completely turned away, freed from the pairs of opposites known as pleasure and pain, they, the undeluded, reach the eternal goal."
15,6,"Neither does the sun illuminate there, nor the moon, nor the fire; having gone there, they do not return; that is My supreme abode."
15,7,"An eternal portion of Myself having become a living soul in the world of life, draws to itself the five senses, with the mind as the sixth, abiding in Nature."
15,8,"When the Lord, as the individual soul, obtains a body and when He leaves it, He takes these with Him, just as the wind takes the scents from their seats (flowers, etc.)."
15,9,"Presiding over the ears, eyes, touch, taste, smell, and mind, it enjoys the objects of the senses."
15,10,"The deluded do not see Him who departs, stays, and enjoys; but those who possess the eye of knowledge behold Him."
15,11,"The yogis striving for perfection behold Him dwelling in the Self; but, the unrefined and unintelligent, even though striving, do not see Him."
15,12,"That light which resides in the sun, illuminating the whole world; that which is in the moon and in the fire—know that light to be Mine."
15,13,"Permeating the earth, I support all beings with My energy; and having become the watery moon, I nourish all herbs."
15,14,"Having become the fire Vaisvanara, I abide in the bodies of living beings and, associated with the Prana and the Apana, digest the fourfold food."
15,15,"And I am seated in the hearts of all; from Me come memory and knowledge, as well as their absence. I am verily That which has to be known by all the Vedas; I am indeed the author of the Vedanta and the knower of the Vedas."
15,16,"Two Purushas there are in this world: the perishable and the imperishable. All beings are perishable, and the Kutastha—the unchanging—is called the imperishable."
15,17,"But distinct is the Supreme Purusha, called the highest Self, indestructible and Lord, who pervades the three worlds and sustains them."
15,18,"As I transcend the perishable and am even higher than the imperishable, I am declared to be the highest Purusha in the world and in the Vedas."
15,19,"He who, undeluded, knows Me as the highest Purusha, he, knowing all, worships Me with his whole being (heart), O Arjuna."
15,20,"Thus, I have imparted to you this most secret science, O sinless one; by knowing this, one becomes wise, and all their duties are accomplished, O Arjuna."
16,1,"The Blessed Lord said: Fearlessness, purity of heart, steadfastness in knowledge and yoga, almsgiving, control of the senses, sacrifice, study of scriptures, austerity, and straightforwardness."
16,2,"Harmlessness, truth, absence of anger, renunciation, peacefulness, absence of crookedness, compassion for beings, non-covetousness, gentleness, modesty, and absence of fickleness."
16,3,"Vigor, forgiveness, fortitude, purity, absence of hatred, absence of pride—these belong to one born for a divine state, O Arjuna."
16,4,"Hypocrisy, arrogance, and self-conceit, anger, harshness, and ignorance—these belong to one who is born for a demoniacal state, O Partha."
16,5,"The divine nature is deemed conducive to liberation, and the demonic to bondage. Grieve not, O Arjuna, for you are born with divine endowments."
16,6,"There are two types of beings in this world: the divine and the demoniacal. The divine has been described at length; hear from Me, O Arjuna, about the demoniacal."
16,7,"The demoniacal do not know what to do and what to refrain from; they have neither purity, nor right conduct, nor truth."
16,8,"They say, ""This universe is without truth, without a moral basis, without a God, brought about by mutual union, with lust as its cause; what else?"""
16,9,"Holding this view, these ruined souls of small intellect and fierce deeds come forth as enemies of the world, intent on its destruction."
16,10,"Filled with insatiable desires, full of hypocrisy, pride, and arrogance, holding evil ideas due to delusion, they work with impure intentions."
16,11,"Giving themselves over to immeasurable cares that end only with death, regarding the gratification of lust as their highest aim, and feeling sure that that is all."
16,12,"Bound by a hundred ties of hope, given over to lust and anger, they strive to obtain hoards of wealth by unlawful means for sensual enjoyment."
16,13,"""I have gained this today; I will fulfill this desire of mine; this is mine, and this wealth will be mine in the future."""
16,14,"""I have slain that enemy, and I shall slay others too. I am the Lord; I enjoy, I am perfect, powerful, and happy."""
16,15,"""I am wealthy and born into a noble family. Who is my equal? I shall perform sacrifices, give charity, and rejoice,"" thus deluded by ignorance."
16,16,"Bewildered by many fancies, entangled in the snare of delusion, addicted to the gratification of lust, they fall into a foul hell."
16,17,"Self-conceited, stubborn, filled with pride and intoxication of wealth, they perform sacrifices in name only for ostentation, contrary to scriptural ordinances."
16,18,"Given over to egoism, power, haughtiness, lust, and anger, these malicious people hate Me in their own bodies and in the bodies of others."
16,19,"Those cruel haters, the worst among men in the world, I hurl those evil-doers into the wombs of demons only."
16,20,"Entering into demoniacal wombs and deluded, birth after birth, they do not attain Me, thus falling, O Arjuna, into a condition still lower than that."
16,21,"There are three gates to this hell, destructive of the self: lust, anger, and greed; therefore, one should abandon these three."
16,22,"A person who is liberated from these three gates of darkness, O Arjuna, practices what is beneficial for them and thus goes to the Supreme Goal."
16,23,"He who, having cast aside the ordinances of the scriptures, acts under the impulse of desire, does not attain perfection, nor happiness, nor the Supreme Goal."
16,24,"Therefore, let the scripture be thy authority in determining what ought to be done and what ought not to be done. Having known what is said in the ordinance of the scriptures, thou shouldst act in this world."
17,1,"Arjuna said, ""What is the condition of those who, disregarding the injunctions of the scriptures, perform sacrifice with faith—is it Sattva, Rajas, or Tamas, O Krishna?"""
17,2,"The Blessed Lord said, ""There are threefold faiths inherent in the nature of the embodied: the sattvic (pure), the rajasic (passionate), and the tamasic (dark). Hear of them."""
17,3,"The faith of each is in accordance with their nature, O Arjuna. People consist of their faith; as a person's faith is, so are they."
17,4,"The sattvic, or pure, men worship the gods; the rajasic, or passionate, worship the yakshas and rakshasas; the others, the tamasic or deluded people, worship ghosts and hosts of nature-spirits."
17,5,"Those men who practice terrific austerities not prescribed by the scriptures, given to hypocrisy and egoism, driven by the force of lust and attachment."
17,6,"Know thou these to be of demonical resolves, senselessly torturing all the elements in the body and Me who dwell in the body."
17,7,"The food that is dear to each is threefold, as well as sacrifice, austerity, and almsgiving. Hear the distinction of these."
17,8,"The foods that increase life, purity, strength, health, joy, and cheerfulness (good appetite), which are savory, oily, substantial, and agreeable, are dear to the Sattvic (pure) people."
17,9,"The foods that are bitter, sour, salty, overly hot, pungent, dry, and burning are liked by the Rajasic and are productive of pain, grief, and disease."
17,10,"That which is stale, tasteless, putrid, rotten, rejected, and impure is the food liked by the Tamasic."
17,11,"That sacrifice which is offered by men without desire for reward, as enjoined by the ordinance (scripture), with a firm faith that doing so is their duty, is Sattvic or pure."
17,12,"The sacrifice that is offered, O Arjuna, seeking a reward and for show, know that to be a Rajasic Yajna."
17,13,"They declare that sacrifice to be Tamasic which is contrary to the ordinances of the scriptures, in which no food is distributed, and which is devoid of mantras, gifts, and faith."
17,14,"Worship of the gods, the twice-born, the teachers, and the wise; purity, straightforwardness, celibacy, and non-injury are all called the austerities of the body."
17,15,"Speech that causes no excitement, is truthful, pleasant, and beneficial; the practice of studying the Vedas is called austerity of speech."
17,16,"Serenity of mind, good-heartedness, self-control, and purity of nature—this is called mental austerity."
17,17,"This threefold austerity, practiced by steadfast men, with the utmost faith, desiring no reward, is called Sattvic."
17,18,"The austerity that is practiced with the aim of gaining good reception, honor, and worship, and with hypocrisy, is said to be Rajasic, unstable, and transient."
17,19,"That austerity which is practised out of a foolish notion, with self-torture, or for the purpose of destroying another, is declared to be of the Tamasic nature."
17,20,"That gift which is given to one who does nothing in return, knowing it to be a duty to give in a suitable place and time to a worthy person, is held to be Sattvic."
17,21,"And, that gift which is given with the intention of receiving something in return, or expecting a reward, or begrudgingly, is considered to be Rajasic."
17,22,"The gift that is given in the wrong place and at the wrong time, to unworthy persons, without respect or with insult, is declared to be of a Tamasic nature."
17,23,"""Om Tat Sat"": This has been declared to be the triple designation of Brahman. By that, the Brahmanas, the Vedas, and the sacrifices were created formerly."
17,24,"Therefore, with the utterance of ""Om,"" the acts of sacrifice, gift, and austerity, as enjoined in the scriptures, are always begun by the students of Brahman."
17,25,"Uttering ""Tat,"" without aiming for the fruits, are the acts of sacrifice, austerity, and the various acts of gifts performed by those seeking liberation."
17,26,"The word ""Sat"" is used to refer to reality and goodness; likewise, O Arjuna, the word ""Sat"" is used to refer to an auspicious act."
17,27,"Steadfastness in sacrifice, austerity, and gift is also called 'Sat', and action in connection with these, or for the sake of the Supreme, is also called 'Sat'."
17,28,"Whatever is sacrificed, given, or performed, and whatever austerity is practiced without faith, it is called 'Asat', O Arjuna; it is of no value here or hereafter (after death)."
18,1,"Arjuna said, ""O mighty-armed Hrishikesa, I desire to know the essence or truth of renunciation and abandonment severally, O slayer of Kesi."""
18,2,"The Blessed Lord said, ""The sages understand sannyasa to be the renunciation of action with desire; the wise declare the abandonment of the fruits of all actions to be tyaga."""
18,3,"Some philosophers declare that actions should be abandoned as evil; while others declare that acts of sacrifice, gift, and austerity should not be relinquished."
18,4,"Hear from Me the conclusion or the final truth about this abandonment, O best of the Bharatas; abandonment, indeed, O best of men, has been declared to be of three kinds."
18,5,"Acts of sacrifice, gift, and austerity should not be abandoned, but should be performed; for sacrifice, gift, and austerity are the purifiers of the wise."
18,6,"But even these actions should be performed, leaving aside attachment and the desire for rewards, O Arjuna; this is my certain and most assured conviction."
18,7,"Verily, the renunciation of obligatory action is not proper; the abandonment of the same out of delusion is declared to be Tamasic."
18,8,"He who abandons action out of fear of bodily trouble (because it is painful), does not obtain the merit of renunciation by performing such Rajasic renunciation."
18,9,"Whatever obligatory action is done, O Arjuna, merely because it ought to be done, abandoning attachment and also the desire for reward, that renunciation is regarded as sattvic (pure)."
18,10,"The man of renunciation, pervaded by purity, intelligent, and with his doubts cut asunder, does not hate an unpleasant task nor is he attached to a pleasant one."
18,11,"Indeed, it is not possible for an embodied being to completely abandon actions; however, he who relinquishes the rewards of actions is truly called a man of renunciation."
18,12,"The threefold fruit of action (evil, good, and mixed) accrues after death to those who do not abandon it, but never to those who do."
18,13,"Learn from Me, O mighty-armed Arjuna, these five causes, as declared in the Sankhya system, for the accomplishment of all actions."
18,14,"The body, the doer, the various senses, the different functions of various kinds, and the presiding deity—the fifth."
18,15,"Whatever action a person performs with their body, speech, and mind, whether right or wrong, these five are its causes."
18,16,"Now, such being the case, verily he who, owing to an untrained understanding, looks upon his Self, which is isolated, as the agent, he of perverted intelligence does not see."
18,17,"He who is free from the egoistic notion, whose intelligence is not tainted by good or evil, though he slays these people, he does not slay, nor is he bound by the action."
18,18,"Knowledge, the knowable, and the knower form the threefold impulse for action; the organ, the action, and the agent form the threefold basis of action."
18,19,"Knowledge, action, and actor are declared in the science of the Gunas (Sankhya philosophy) to be of three kinds only, according to the distinction of the Gunas. Of these, hear duly."
18,20,"That by which one sees the indestructible Reality in all beings, not separate in any of them—know that knowledge to be Sattvic."
18,21,"But that knowledge which sees in all beings various entities of distinct kinds as being distinct from one another, know thou that knowledge to be Rajasic."
18,22,"But that which clings to one single effect as if it were the whole, without reason, without any foundation in Truth, and is trivial—that is declared to be Tamasic."
18,23,"An action that is ordained, free from attachment, done without love or hatred, and without desire for reward is declared to be Sattvic."
18,24,But that action which is done by one longing for the fulfillment of desires or gain with egotism or with much effort is declared to be Rajasic (passionate).
18,25,"That action which is undertaken from delusion, without regard for the consequences, loss, injury, and one's own ability, is declared to be Tamasic (dark)."
18,26,"An agent who is free from attachment, non-egoistic, endowed with firmness and enthusiasm, and unaffected by success or failure, is considered to be of a Sattvic (pure) nature."
18,27,"Passionate, desiring to obtain the reward of their actions, greedy, cruel, impure, moved by joy and sorrow, such an agent is said to be Rajasic."
18,28,"Unsteady, vulgar, inflexible, deceitful, malicious, lazy, despondent, and procrastinating—such an agent is called Tamasic."
18,29,"Hear thou the threefold division of intellect and firmness, according to the Gunas, as I declare them fully and distinctly, O Arjuna."
18,30,"The intellect which knows the path of work and renunciation, what should be done and what should not be done, fear and fearlessness, bondage and liberation—that intellect is Sattvic (pure), O Arjuna."
18,31,"That by which one wrongly understands dharma and adharma, and also what ought to be done and what ought not to be done—that intellect, O Arjuna, is rajasic (passionate)."
18,32,"That intellect, O Arjuna, which is enveloped in darkness and sees Adharma as Dharma and all things perverted, is Tamasic (dark)."
18,33,"The unwavering firmness, through which Yoga restrains the functions of the mind, life-force, and senses—that firmness, O Arjuna, is Sattvic (pure)."
18,34,"But that, O Arjuna, by which one holds fast to Dharma (duty), enjoyment of pleasures, and earning of wealth, on account of attachment and desire for reward—that firmness, O Arjuna, is Rajasic (passionate)."
18,35,"That firmness, O Arjuna, by which a stupid man does not abandon sleep, fear, grief, despair, and conceit, is Tamasic."
18,36,"And now, O Arjuna, hear from Me of the threefold pleasure, in which one rejoices through practice and surely comes to the end of pain."
18,37,"That which is like poison at first but in the end like nectar—that happiness is declared to be sattvic, born of the purity of one's own mind due to self-realization."
18,38,"That happiness which arises from the contact of the senses with the objects, which is initially like nectar but eventually like poison, is said to be Rajasic."
18,39,"That happiness which at first, as well as in the end, deludes the self, and which arises from sleep, indolence, and heedlessness—that is declared to be Tamasic."
18,40,There is no being on earth or in heaven among the gods that is liberated from the three qualities born of Nature.
18,41,"Of Brahmanas, Kshatriyas, Vaisyas, and Sudras, O Arjuna, the duties are distributed according to the qualities born of their own nature."
18,42,"Serenity, self-restraint, austerity, purity, forgiveness, and uprightness, as well as knowledge, realization, and belief in God, are the duties of Brahmanas, born of their own nature."
18,43,"Prowess, splendor, firmness, dexterity, and not fleeing from battle, generosity, and lordliness are the duties of the Kshatriyas, born of their own nature."
18,44,"Agriculture, cattle-rearing, and trade are the duties of the Vaisya (merchant), born of their own nature; and service is the duty of the Sudra (servant-class), born of their own nature."
18,45,"Each person devoted to their own duty attains perfection. How they attain perfection while being engaged in their own duty, hear now."
18,46,"He from whom all the beings have evolved and by whom all this is pervaded, worshipping Him with his own duty, one attains perfection."
18,47,"Better is one's own duty, even if it is destitute of merits, than the duty of another well performed. He who does the duty ordained by his own nature incurs no sin."
18,48,"One should not, O Arjuna, abandon the duty to which one is born, though it may be faulty; for, all undertakings are enveloped by evil, just as fire is by smoke."
18,49,"He whose intellect is unattached everywhere, who has subdued his self, from whom desire has fled, he attains the supreme state of freedom from action through renunciation."
18,50,"Learn from Me, O Arjuna, in brief how one who has attained perfection reaches Brahman—the Eternal, that supreme state of knowledge."
18,51,"Endowed with a pure intellect, controlling the self through firmness, relinquishing sound and other objects and abandoning attraction and hatred."
18,52,"Dwelling in solitude, eating sparingly, with speech, body, and mind subdued, always engaged in meditation and concentration, and resorting to dispassion."
18,53,"Having abandoned egoism, strength, arrogance, desire, anger, and covetousness, and being free from the notion of 'mine' and peaceful, he is fit for becoming Brahman."
18,54,"Becoming Brahman, serene in the Self, he neither grieves nor desires; he is the same to all beings, and obtains supreme devotion to Me."
18,55,"By devotion, he knows Me in truth, who and what I am; then, having known Me in truth, he immediately enters into the Supreme."
18,56,"Having taken refuge in Me and doing all actions, by My grace he obtains the eternal, indestructible state of being."
18,57,"Mentally renouncing all actions in Me, having Me as the highest goal, and resorting to the yoga of discrimination, do thou ever fix thy mind on Me."
18,58,"Fixing your mind on Me, you shall, by My grace, overcome all obstacles; but if you will not hear Me due to egoism, you shall perish."
18,59,"If, filled with egoism, thou thinkest, ""I will not fight,"" then thy resolve is vain; nature will compel thee."
18,60,"O Arjuna, bound by your own Karma (action) born of your own nature, that which from delusion you wish not to do, even that you shall do helplessly."
18,61,"The Lord dwells in the hearts of all beings, O Arjuna, causing all beings, by His illusory power, to revolve as if mounted on a machine."
18,62,"Fly to Him for refuge with all your being, O Arjuna; by His grace you will obtain supreme peace and the eternal abode."
18,63,"Thus, wisdom more secret than secrecy itself has been declared to you by me. Reflect on it fully, then act as you wish."
18,64,"Hear again My supreme word, most secret of all; for you are dearly beloved of Me, I will tell you what is good."
18,65,"Fix your mind on Me, be devoted to Me, sacrifice to Me, bow down to Me. You will come to Me; I truly promise you this, for you are dear to Me."
18,66,Abandon all duties and take refuge in Me alone; I will liberate you from all sins; do not grieve.
18,67,"Never speak this to one who is devoid of austerities or devotion, who does not render service, who does not desire to listen, or who cavils at Me."
18,68,"He who, with supreme devotion to Me, teaches this supreme secret to My devotees, shall undoubtedly come to Me."
18,69,"There is no one among men who does service dearer to Me, nor shall there be anyone on earth dearer to Me than him."
18,70,"And he who studies this sacred dialogue of ours, by him I shall have been worshipped through the sacrifice of wisdom; such is my conviction."
18,71,"Also, the man who hears this, full of faith and free from malice, shall attain to the happy worlds of those of righteous deeds, and be liberated."
18,72,"Has this been heard, O Arjuna, with one-pointed focus? Has the delusion of your ignorance been destroyed, O Dhananjaya?"
18,73,"Arjuna said, ""My delusion has been destroyed, for I have gained my knowledge (memory) through Your grace, O Krishna. I am now free from doubts. I will act according to Your word."""
18,74,"Sanjaya said, Thus, I have heard this wonderful dialogue between Krishna and the high-souled Arjuna, which causes one's hair to stand on end."
18,75,"Through the grace of Vyasa, I have heard this supreme and most secret Yoga, directly from Krishna, the Lord of Yoga, Himself declaring it."
18,76,"O King, remembering this wonderful and holy dialogue between Krishna and Arjuna, I continually rejoice."
18,77,"And, remembering again and again that most wonderful form of Hari, I am filled with great wonder, O King; and I rejoice again and again."
18,78,"Wherever Krishna, the Lord of Yoga, is; and wherever Arjuna, the wielder of the bow, is; there is prosperity, victory, happiness, and a firm policy; this is my conviction."
